,Unnamed: 0,amount,change,close,high,low,open,pct_chg,pre_close,trade_date,ts_code,vol
0,,660048.155,0.6799999999999997,7.51,7.51,6.81,6.87,9.9561,6.83,20200403,002584.SZ,888868.52
1,,259492.643,-0.019999999999999574,6.83,6.85,6.45,6.59,-0.292,6.85,20200402,002584.SZ,390548.38
2,,351914.591,-0.5700000000000003,6.85,7.39,6.8,7.27,-7.6819,7.42,20200401,002584.SZ,493000.53
3,,449333.574,0.16000000000000014,7.42,7.5,7.12,7.23,2.2039,7.26,20200331,002584.SZ,612884.92
4,,409163.917,0.2599999999999998,7.26,7.38,6.93,7.13,3.7143,7.0,20200330,002584.SZ,571384.3
0,0.0,414783.334,-0.09999999999999963,7.0,7.45,6.97,7.14,-1.4085,7.1,20200327,002584.SZ,578101.72
1,1.0,425422.13899999997,0.4199999999999999,7.1,7.29,6.6,6.68,6.2874,6.68,20200326,002584.SZ,605008.91
2,2.0,221663.687,0.14999999999999947,6.68,6.74,6.45,6.63,2.2971,6.53,20200325,002584.SZ,335515.36
3,3.0,301768.935,-0.10999999999999943,6.53,6.81,6.19,6.69,-1.6566,6.64,20200324,002584.SZ,464097.93
4,4.0,385129.69700000004,-0.7400000000000002,6.64,7.29,6.64,7.13,-10.0271,7.38,20200323,002584.SZ,561293.51
5,5.0,709880.7790000001,-0.1200000000000001,7.38,7.77,7.2,7.27,-1.6,7.5,20200320,002584.SZ,951884.42
6,6.0,784382.3979999999,0.6299999999999999,7.5,7.56,6.68,6.77,9.1703,6.87,20200319,002584.SZ,1076249.67
7,7.0,311449.745,0.21,6.87,7.0,6.51,6.59,3.1532,6.66,20200318,002584.SZ,460607.26
8,8.0,240654.225,-0.1200000000000001,6.66,6.8,6.16,6.61,-1.7699,6.78,20200317,002584.SZ,369440.69
9,9.0,335103.459,0.3100000000000005,6.78,7.08,6.61,6.71,4.7913,6.47,20200316,002584.SZ,489621.01
10,10.0,172161.37600000002,-0.33999999999999986,6.47,6.59,6.3,6.3,-4.9927,6.81,20200313,002584.SZ,266354.4
11,11.0,196191.392,-0.0600000000000005,6.81,7.07,6.61,6.68,-0.8734,6.87,20200312,002584.SZ,287018.08
12,12.0,228805.776,0.08999999999999986,6.87,7.17,6.55,6.7,1.3274,6.78,20200311,002584.SZ,337042.45
13,13.0,200591.43899999998,-0.27999999999999936,6.78,7.05,6.35,6.88,-3.966,7.06,20200310,002584.SZ,300334.77
14,14.0,321896.844,0.1999999999999993,7.06,7.31,6.75,6.9,2.9155,6.86,20200309,002584.SZ,456778.37
15,15.0,199809.18600000002,0.16000000000000014,6.86,7.0,6.57,6.65,2.3881,6.7,20200306,002584.SZ,292656.34
16,16.0,130382.401,0.020000000000000462,6.7,6.79,6.68,6.72,0.2994,6.68,20200305,002584.SZ,193929.01
17,17.0,132858.214,-0.0600000000000005,6.68,6.74,6.53,6.66,-0.8902,6.74,20200304,002584.SZ,200145.18
18,18.0,204107.90600000002,0.14000000000000054,6.74,6.93,6.63,6.76,2.1212,6.6,20200303,002584.SZ,301728.15
19,19.0,155731.092,0.14999999999999947,6.6,6.66,6.44,6.58,2.3256,6.45,20200302,002584.SZ,237488.14
20,20.0,176204.41,-0.17999999999999972,6.45,6.74,6.31,6.38,-2.7149,6.63,20200228,002584.SZ,267744.65
21,21.0,175780.016,-0.10000000000000052,6.63,6.87,6.43,6.8,-1.4859,6.73,20200227,002584.SZ,265864.5
22,22.0,312455.826,-0.5499999999999998,6.73,7.16,6.67,7.09,-7.5549,7.28,20200226,002584.SZ,449484.03
23,23.0,413126.195,0.03000000000000025,7.28,7.49,6.9,7.0,0.4138,7.25,20200225,002584.SZ,569653.01
24,24.0,389299.69899999996,0.21999999999999972,7.25,7.38,6.95,7.16,3.1294,7.03,20200224,002584.SZ,540762.45
25,25.0,362017.86,0.20000000000000015,7.03,7.17,6.61,6.74,2.9283,6.83,20200221,002584.SZ,526988.1
26,26.0,346878.439,-0.20000000000000015,6.83,7.05,6.62,7.04,-2.845,7.03,20200220,002584.SZ,510348.7
27,27.0,490596.334,0.4000000000000004,7.03,7.12,6.5,6.68,6.0332,6.63,20200219,002584.SZ,709570.61
28,28.0,393490.554,0.34999999999999964,6.63,6.69,6.42,6.49,5.5732,6.28,20200218,002584.SZ,599467.13
29,29.0,203819.86899999998,0.1200000000000001,6.28,6.28,6.05,6.17,1.9481,6.16,20200217,002584.SZ,329288.94
30,30.0,189382.23,0.009999999999999787,6.16,6.35,6.13,6.23,0.1626,6.15,20200214,002584.SZ,304063.14
31,31.0,208422.461,-0.22999999999999954,6.15,6.44,6.13,6.44,-3.605,6.38,20200213,002584.SZ,335210.64
32,32.0,190141.533,0.0,6.38,6.5,6.25,6.3,0.0,6.38,20200212,002584.SZ,298934.95
33,33.0,271525.929,-0.11000000000000032,6.38,6.49,6.18,6.34,-1.6949,6.49,20200211,002584.SZ,429543.7
34,34.0,485776.295,-0.7199999999999998,6.49,7.08,6.49,7.05,-9.9861,7.21,20200210,002584.SZ,730484.71
35,35.0,652940.7239999999,-0.4199999999999999,7.21,7.99,6.93,7.65,-5.5046,7.63,20200207,002584.SZ,876258.45
36,36.0,778944.3470000001,-0.1200000000000001,7.63,8.25,7.4,7.52,-1.5484,7.75,20200206,002584.SZ,989301.93
37,37.0,774641.2440000001,0.4699999999999998,7.75,7.99,6.85,7.0,6.456,7.28,20200205,002584.SZ,1045826.14
38,38.0,906742.36,0.22000000000000064,7.28,7.75,6.35,7.58,3.1161,7.06,20200204,002584.SZ,1248931.51
39,39.0,62116.350999999995,0.6399999999999997,7.06,7.06,7.06,7.06,9.9688,6.42,20200203,002584.SZ,87983.5
40,40.0,557987.777,0.5800000000000001,6.42,6.42,5.96,6.05,9.9315,5.84,20200123,002584.SZ,895869.88
41,41.0,651799.41,-0.3200000000000003,5.84,6.78,5.69,6.3,-5.1948,6.16,20200122,002584.SZ,1045380.43
