,Unnamed: 0,amount,change,close,high,low,open,pct_chg,pre_close,trade_date,ts_code,vol
0,,35291.276,0.11999999999999922,12.75,12.75,12.4,12.59,0.9501,12.63,20200403,300494.SZ,28079.0
1,,32235.198,0.3600000000000012,12.63,12.66,12.17,12.18,2.934,12.27,20200402,300494.SZ,25945.0
2,,33474.887,-0.22000000000000064,12.27,12.7,12.25,12.55,-1.7614,12.49,20200401,300494.SZ,26935.0
3,,39535.737,-0.33000000000000007,12.49,13.06,12.4,13.0,-2.5741,12.82,20200331,300494.SZ,31313.0
4,,50448.114,-0.40000000000000036,12.82,13.0,12.45,12.88,-3.0257,13.22,20200330,300494.SZ,39785.14
0,0.0,53806.569,0.10000000000000142,13.22,13.46,13.17,13.4,0.7622,13.12,20200327,300494.SZ,40363.75
1,1.0,58225.859000000004,-0.39000000000000057,13.12,13.48,13.08,13.36,-2.8868,13.51,20200326,300494.SZ,43947.0
2,2.0,86422.18800000001,0.25,13.51,13.7,13.12,13.48,1.8854,13.26,20200325,300494.SZ,64471.0
3,3.0,94283.826,-0.009999999999999787,13.26,13.6,12.78,13.44,-0.0754,13.27,20200324,300494.SZ,71604.0
4,4.0,111478.129,-0.030000000000001137,13.27,13.88,12.92,13.02,-0.2256,13.3,20200323,300494.SZ,82493.89
5,5.0,54801.803,0.13000000000000078,13.3,13.5,13.03,13.33,0.9871,13.17,20200320,300494.SZ,41461.0
6,6.0,87554.584,0.6899999999999995,13.17,13.29,12.47,12.47,5.5288,12.48,20200319,300494.SZ,67722.46
7,7.0,59773.263,-0.3099999999999987,12.48,13.17,12.45,12.99,-2.4238,12.79,20200318,300494.SZ,46544.39
8,8.0,64801.97900000001,-0.07000000000000027,12.79,13.17,12.18,12.9,-0.5443,12.86,20200317,300494.SZ,50881.0
9,9.0,117596.72,-1.0099999999999998,12.86,14.05,12.51,13.95,-7.2819,13.87,20200316,300494.SZ,87877.01
10,10.0,73381.25200000001,-0.3000000000000007,13.87,14.09,13.38,13.43,-2.1171,14.17,20200313,300494.SZ,53817.38
11,11.0,59248.852,-0.2400000000000002,14.17,14.46,14.01,14.26,-1.6655,14.41,20200312,300494.SZ,41745.99
12,12.0,81058.385,-0.39000000000000057,14.41,15.12,14.41,14.84,-2.6351,14.8,20200311,300494.SZ,54812.61
13,13.0,93904.366,0.45000000000000107,14.8,14.9,13.93,14.21,3.1359,14.35,20200310,300494.SZ,64948.7
14,14.0,99682.653,-0.9900000000000002,14.35,15.24,14.33,15.1,-6.4537,15.34,20200309,300494.SZ,67950.1
15,15.0,72439.734,-0.33999999999999986,15.34,15.55,15.2,15.45,-2.1684,15.68,20200306,300494.SZ,47120.0
16,16.0,96603.862,0.21999999999999886,15.68,15.87,15.36,15.75,1.423,15.46,20200305,300494.SZ,61974.74
17,17.0,78213.503,-0.04999999999999893,15.46,15.78,15.06,15.44,-0.3224,15.51,20200304,300494.SZ,50752.0
18,18.0,115460.68400000001,0.15000000000000036,15.51,16.14,15.34,15.62,0.9766,15.36,20200303,300494.SZ,73394.9
