,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
237,603032.SH,20190408,36.1601,36.3896,33.9157,34.3047,36.0205,-1.7158000000000015,-4.7634,100041.86,348696.11
238,603032.SH,20190404,35.3023,37.1776,35.3023,36.0205,35.3023,0.718199999999996,2.0344,133226.39,486676.436
239,603032.SH,20190403,34.9132,35.5117,34.8035,35.3023,35.7412,-0.43889999999999674,-1.228,82993.2,292649.731
240,603032.SH,20190402,35.412,36.7387,34.7736,35.7412,35.1028,0.6383999999999972,1.8187,134283.89,482411.433
241,603032.SH,20190401,33.6663,35.7112,33.6663,35.1028,33.6663,1.4365000000000023,4.2669,108652.8,379822.22
242,603032.SH,20190329,33.0878,34.1152,32.0803,33.6663,32.8883,0.7779999999999987,2.3656,86356.91,288229.023
243,603032.SH,20190328,34.215,34.3945,32.6189,32.8883,34.9332,-2.0448999999999984,-5.8537,96900.69,324350.808
244,603032.SH,20190327,34.4145,35.1925,34.2249,34.9332,34.0155,0.9176999999999964,2.6979,90345.17,315004.155
245,603032.SH,20190326,34.9631,35.6713,33.5267,34.0155,35.0728,-1.057299999999998,-3.0146,101777.8,352805.735
246,603032.SH,20190325,35.0928,36.21,34.9132,35.0728,37.1078,-2.0349999999999966,-5.484,128169.97,454700.034
247,603032.SH,20190322,37.2374,38.2749,35.9606,37.1078,38.9033,-1.795500000000004,-4.6153,219418.09,811079.446
248,603032.SH,20190321,41.8959,44.4994,38.4045,38.9033,40.4495,-1.546199999999999,-3.8225,322636.96,1380249.58
249,603032.SH,20190320,36.609,40.4495,35.9706,40.4495,36.7686,3.680900000000001,10.011,193633.75,748358.889
250,603032.SH,20190319,36.3197,38.1053,35.9207,36.7686,37.2674,-0.4988000000000028,-1.3384,147987.77,546690.159
251,603032.SH,20190318,34.8933,38.4345,33.6164,37.2674,35.412,1.855400000000003,5.2395,167686.97,604636.733
252,603032.SH,20190315,37.1078,37.1876,35.2225,35.412,36.7287,-1.3167000000000044,-3.5849,124527.83,454778.744
253,603032.SH,20190314,36.3197,37.7462,35.1028,36.7287,35.8708,0.8579000000000008,2.3916,161719.28,594840.05
254,603032.SH,20190313,37.9856,38.1552,35.013,35.8708,38.9033,-3.032499999999999,-7.795,199675.87,726808.977
255,603032.SH,20190312,38.604,40.629,38.5841,38.9033,38.0355,0.8678000000000026,2.2816,182375.89,716734.283
256,603032.SH,20190311,38.4045,40.7387,37.4868,38.0355,41.6465,-3.611000000000004,-8.6706,199524.33,764303.686
257,603032.SH,20190308,41.6465,44.7787,41.6465,41.6465,46.275,-4.628499999999995,-10.0022,163940.26,695853.131
258,603032.SH,20190307,43.8909,46.275,42.1752,46.275,42.0654,4.209600000000002,10.0073,198053.47,892604.036
259,603032.SH,20190306,39.2026,42.0654,38.9233,42.0654,38.2449,3.8204999999999956,9.9896,249235.5,1018601.683
260,603032.SH,20190305,36.3896,38.2449,32.8085,38.2449,34.7636,3.4813000000000045,10.0142,296174.91,1043090.453
261,603032.SH,20190304,32.9182,34.7636,32.2399,34.7636,31.6015,3.1620999999999952,10.0062,230830.98,793137.796
262,603032.SH,20190301,29.9156,31.6015,29.4468,31.6015,28.7286,2.8729000000000013,10.0001,283412.85,875049.445
263,603032.SH,20190228,26.7435,28.7286,26.7435,28.7286,26.1151,2.6134999999999984,10.0076,232005.67,652326.111
264,603032.SH,20190227,26.7236,27.1126,25.5365,26.1151,26.8533,-0.7381999999999991,-2.749,95842.4,253341.682
265,603032.SH,20190226,27.741,27.9106,26.8034,26.8533,27.751,-0.8977000000000004,-3.2348,144437.17,395460.448
266,603032.SH,20190225,26.3645,27.9306,26.0353,27.751,26.4842,1.2668,4.7832,163083.51,443614.919
267,603032.SH,20190222,25.8158,27.3121,25.4368,26.4842,25.9455,0.5387000000000022,2.0763,114349.94,302389.818
268,603032.SH,20190221,26.0353,26.7435,25.6263,25.9455,25.9355,0.00999999999999801,0.0386,99602.05,262092.137
269,603032.SH,20190220,26.4742,26.534,25.4767,25.9355,26.8533,-0.9177999999999997,-3.4178,89642.44,233851.291
270,603032.SH,20190219,26.2248,27.9306,25.9355,26.8533,26.1151,0.7381999999999991,2.8267,128529.14,343506.346
271,603032.SH,20190218,25.5066,26.2049,25.3969,26.1151,25.5066,0.6085000000000029,2.3857,90471.42,234799.936
272,603032.SH,20190215,24.938,26.3345,24.928,25.5066,25.1176,0.38899999999999935,1.5487,90194.2,232318.324
273,603032.SH,20190214,24.8283,25.5166,24.6487,25.1176,25.0876,0.030000000000001137,0.1196,62884.13,158061.222
274,603032.SH,20190213,24.4991,25.9256,24.2797,25.0876,24.5689,0.518699999999999,2.1112,84433.41,211470.659
275,603032.SH,20190212,24.3295,24.7385,23.8208,24.5689,24.3295,0.23939999999999984,0.984,64242.72,156637.994
276,603032.SH,20190211,23.5215,24.5789,23.5215,24.3295,23.3121,1.0173999999999985,4.3643,56919.64,138206.916
277,603032.SH,20190201,23.2522,23.4417,22.6736,23.3121,23.1724,0.13970000000000127,0.6029,45248.04,105008.401
278,603032.SH,20190131,23.1325,24.3495,22.4642,23.1724,22.7036,0.4687999999999981,2.0649,75977.25,179394.309
279,603032.SH,20190130,24.4393,24.4592,22.6337,22.7036,24.4193,-1.7156999999999982,-7.026,60271.42,139630.292
280,603032.SH,20190129,24.958,25.5964,22.4542,24.4193,24.948,-0.5287000000000006,-2.1192,50867.2,125530.202
281,603032.SH,20190128,25.2871,25.7161,24.7585,24.948,25.2373,-0.2893000000000008,-1.1463,43073.42,108887.163
282,603032.SH,20190125,25.766,26.1151,25.0178,25.2373,25.8458,-0.6084999999999994,-2.3543,52970.8,135580.772
283,603032.SH,20190124,26.4343,26.4443,25.5665,25.8458,26.4941,-0.648299999999999,-2.447,63478.0,164736.765
284,603032.SH,20190123,26.2348,26.6039,26.2248,26.4941,26.3744,0.11969999999999814,0.4538,45206.02,119757.584
285,603032.SH,20190122,26.7336,26.8233,26.2348,26.3744,26.7236,-0.34919999999999973,-1.3067,52686.4,139195.439
286,603032.SH,20190121,26.1849,27.1026,26.1849,26.7236,26.3146,0.4090000000000025,1.5543,72606.8,193793.786
287,603032.SH,20190118,27.1425,27.1425,26.0353,26.3146,27.1425,-0.8278999999999996,-3.0502,101272.98,268324.315
288,603032.SH,20190117,28.0303,28.2099,27.1026,27.1425,28.978,-1.8355000000000032,-6.3341,172754.3,475248.76
289,603032.SH,20190116,26.6139,28.978,26.4443,28.978,26.3445,2.6335000000000015,9.9964,239617.22,678036.924
290,603032.SH,20190115,25.9954,26.5141,25.9954,26.3445,26.2647,0.07979999999999876,0.3038,47316.79,124516.645
291,603032.SH,20190114,26.7336,26.7535,26.0253,26.2647,26.5041,-0.23939999999999984,-0.9033,51585.1,136451.529
292,603032.SH,20190111,26.4343,27.0029,26.2448,26.5041,26.7735,-0.2693999999999974,-1.0062,68363.6,182051.974
293,603032.SH,20190110,27.3321,27.4119,26.7336,26.7735,27.5515,-0.7780000000000022,-2.8238,81849.77,221889.345
294,603032.SH,20190109,26.8533,28.2598,26.8533,27.5515,27.2622,0.2893000000000008,1.0612,119832.49,330097.979
295,603032.SH,20190108,27.3121,28.2897,26.7435,27.2622,27.2523,0.009899999999998244,0.0363,109346.76,302183.032
296,603032.SH,20190107,26.8433,27.5316,26.8433,27.2523,27.1026,0.14970000000000283,0.5523,95126.99,258762.887
297,603032.SH,20190104,25.8158,27.4318,24.948,27.1026,26.6438,0.4588000000000001,1.722,96607.0,257819.905
298,603032.SH,20190103,28.6288,28.988,26.6338,26.6438,29.5964,-2.9526000000000003,-9.9762,150872.86,414859.737
299,603032.SH,20190102,28.7286,30.4244,28.4293,29.5964,28.7086,0.8877999999999986,3.0925,143706.65,425014.005
300,603032.SH,20181228,28.2099,30.2748,27.6114,28.7086,28.3196,0.38899999999999935,1.3736,153577.38,452083.911
301,603032.SH,20181227,28.8283,29.6663,28.2099,28.3196,28.6887,-0.36909999999999954,-1.2866,125766.78,366362.679
302,603032.SH,20181226,29.7361,29.8857,28.6787,28.6887,30.5042,-1.8155000000000001,-5.9516,178377.58,522750.93
303,603032.SH,20181225,27.6114,30.5042,26.7336,30.5042,27.7311,2.7730999999999995,10.0,228846.19,671030.657
304,603032.SH,20181224,27.4418,28.3096,27.3321,27.7311,27.8308,-0.09969999999999857,-0.3582,100792.59,280507.158
305,603032.SH,20181221,29.4269,29.7062,27.7311,27.8308,29.6164,-1.7855999999999987,-6.0291,133624.61,381359.986
306,603032.SH,20181220,29.9256,30.6438,29.2673,29.6164,30.9132,-1.296800000000001,-4.195,180966.34,540478.457
307,603032.SH,20181219,28.7485,30.9132,28.7485,30.9132,28.1002,2.812999999999999,10.0106,232965.81,699712.667
308,603032.SH,20181218,25.4767,28.1002,24.9181,28.1002,25.5465,2.553699999999999,9.9963,162691.77,440557.159
309,603032.SH,20181217,25.2772,25.7959,24.9879,25.5465,25.1176,0.4289000000000023,1.7076,77538.79,197336.523
310,603032.SH,20181214,26.5141,26.6338,24.958,25.1176,26.564,-1.4464000000000006,-5.445,74766.0,192988.532
311,603032.SH,20181213,26.7036,26.8932,25.8358,26.564,26.574,-0.010000000000001563,-0.0376,67905.82,179797.494
312,603032.SH,20181212,27.0328,27.0328,26.4542,26.574,26.8932,-0.3191999999999986,-1.1869,44900.6,119975.71
313,603032.SH,20181211,27.2124,27.2124,26.574,26.8932,26.7435,0.14969999999999928,0.5598,55335.2,148924.259
314,603032.SH,20181210,27.2822,27.3321,25.8358,26.7435,26.8034,-0.059899999999998954,-0.2235,74137.2,198318.133
315,603032.SH,20181207,27.8707,28.1301,26.6937,26.8034,27.8009,-0.9974999999999987,-3.588,74006.0,201889.92
316,603032.SH,20181206,28.8383,29.1176,27.741,27.8009,28.6588,-0.8579000000000008,-2.9935,66223.91,186979.232
317,603032.SH,20181205,28.968,29.6064,28.5191,28.6588,29.8757,-1.216899999999999,-4.0732,83705.01,242351.591
318,603032.SH,20181204,29.5865,30.195,28.4493,29.8757,29.4767,0.39899999999999736,1.3536,112124.84,331851.99
319,603032.SH,20181203,29.3471,30.2149,29.3271,29.4767,29.0179,0.4588000000000001,1.5811,81832.03,243485.129
320,603032.SH,20181130,27.9206,29.387,27.5415,29.0179,28.3994,0.6185000000000009,2.1779,93051.8,269234.745
321,603032.SH,20181129,31.2822,31.4119,28.2298,28.3994,30.9032,-2.5037999999999982,-8.1021,115686.19,344015.208
322,603032.SH,20181128,32.5192,32.7187,30.4244,30.9032,32.6788,-1.7756000000000043,-5.4335,103703.84,323523.69
323,603032.SH,20181127,33.2673,33.786,32.3995,32.6788,33.2673,-0.5884999999999962,-1.769,78966.44,259959.161
324,603032.SH,20181126,32.4892,33.8758,32.0204,33.2673,33.0179,0.2494000000000014,0.7553,98505.61,326976.742
325,603032.SH,20181123,32.8484,34.0554,31.6912,33.0179,33.2274,-0.20950000000000557,-0.6305,147371.19,486536.815
326,603032.SH,20181122,32.8883,34.9132,32.7885,33.2274,32.7486,0.47879999999999967,1.462,162089.07,551895.69
327,603032.SH,20181121,32.2299,33.1177,31.9207,32.7486,33.816,-1.0673999999999992,-3.1565,121829.04,396473.922
328,603032.SH,20181120,31.8907,35.1925,31.4718,33.816,32.0703,1.7456999999999994,5.4434,198037.67,669885.952
329,603032.SH,20181119,32.9182,33.4169,32.0204,32.0703,33.7062,-1.6358999999999995,-4.8534,124945.77,407148.106
330,603032.SH,20181116,33.4668,35.013,32.4593,33.7062,33.4469,0.2593000000000032,0.7753,163166.65,552733.763
331,603032.SH,20181115,33.3072,34.614,32.4294,33.4469,33.2873,0.15959999999999752,0.4795,144480.76,490098.139
