,Unnamed: 0,amount,change,close,high,low,open,pct_chg,pre_close,trade_date,ts_code,vol
0,,166718.677,-0.10999999999999943,6.19,6.29,6.16,6.28,-1.746,6.3,20200403,601377.SH,268144.58
1,,139945.32,0.0699999999999994,6.3,6.3,6.2,6.2,1.1236,6.23,20200402,601377.SH,223840.29
2,,136326.073,-0.019999999999999574,6.23,6.33,6.21,6.24,-0.32,6.25,20200401,601377.SH,217540.22
3,,145662.664,-0.04999999999999982,6.25,6.38,6.25,6.37,-0.7937,6.3,20200331,601377.SH,230795.97
4,,172550.629,-0.11000000000000032,6.3,6.37,6.26,6.31,-1.7161,6.41,20200330,601377.SH,274005.82
0,0.0,197492.4,0.03000000000000025,6.41,6.52,6.38,6.45,0.4702,6.38,20200327,601377.SH,306707.11
1,1.0,153182.889,-0.08000000000000007,6.38,6.45,6.36,6.42,-1.2384,6.46,20200326,601377.SH,239190.41
2,2.0,296537.253,0.09999999999999963,6.46,6.52,6.39,6.49,1.5723,6.36,20200325,601377.SH,459420.12
3,3.0,241030.115,0.1299999999999999,6.36,6.38,6.23,6.32,2.0867,6.23,20200324,601377.SH,381337.19
4,4.0,217722.08800000002,-0.17999999999999972,6.23,6.34,6.21,6.24,-2.8081,6.41,20200323,601377.SH,346912.18
5,5.0,271530.19,0.08999999999999986,6.41,6.42,6.27,6.36,1.4241,6.32,20200320,601377.SH,427067.51
6,6.0,376519.076,0.040000000000000036,6.32,6.39,6.16,6.27,0.6369,6.28,20200319,601377.SH,599243.66
7,7.0,315131.98600000003,-0.17999999999999972,6.28,6.54,6.25,6.5,-2.7864,6.46,20200318,601377.SH,489948.79
8,8.0,365702.78799999994,0.009999999999999787,6.46,6.6,6.3,6.5,0.155,6.45,20200317,601377.SH,566067.19
9,9.0,476051.67799999996,-0.28000000000000025,6.45,6.8,6.37,6.8,-4.1605,6.73,20200316,601377.SH,720341.57
10,10.0,517660.49,-0.0699999999999994,6.73,6.83,6.4,6.46,-1.0294,6.8,20200313,601377.SH,782035.26
11,11.0,552969.962,-0.16000000000000014,6.8,6.97,6.76,6.89,-2.2989,6.96,20200312,601377.SH,807310.81
12,12.0,506764.05799999996,-0.20000000000000015,6.96,7.17,6.95,7.14,-2.7933,7.16,20200311,601377.SH,716408.72
13,13.0,722862.675,0.16000000000000014,7.16,7.2,6.87,6.95,2.2857,7.0,20200310,601377.SH,1023784.62
14,14.0,721421.113,-0.1900000000000004,7.0,7.15,6.92,7.1,-2.6426,7.19,20200309,601377.SH,1024591.92
15,15.0,623481.846,-0.2399999999999993,7.19,7.37,7.17,7.31,-3.2301,7.43,20200306,601377.SH,859898.96
16,16.0,1193065.3090000001,0.13999999999999968,7.43,7.55,7.24,7.38,1.9204,7.29,20200305,601377.SH,1610546.13
17,17.0,711031.963,0.13999999999999968,7.29,7.29,7.05,7.1,1.9580000000000002,7.15,20200304,601377.SH,988060.42
18,18.0,899286.05,0.0,7.15,7.38,7.08,7.22,0.0,7.15,20200303,601377.SH,1244331.2
19,19.0,959773.397,0.2400000000000002,7.15,7.22,6.91,6.99,3.4732,6.91,20200302,601377.SH,1351603.29
20,20.0,706977.161,-0.35999999999999943,6.91,7.12,6.76,7.0,-4.9519,7.27,20200228,601377.SH,1019537.83
21,21.0,612726.292,0.0,7.27,7.42,7.2,7.35,0.0,7.27,20200227,601377.SH,839648.39
22,22.0,925805.781,-0.1200000000000001,7.27,7.46,7.2,7.3,-1.6238,7.39,20200226,601377.SH,1257041.96
23,23.0,1074996.977,-0.010000000000000677,7.39,7.43,7.1,7.2,-0.1351,7.4,20200225,601377.SH,1473536.55
24,24.0,863817.9890000001,-0.009999999999999787,7.4,7.5,7.3,7.37,-0.135,7.41,20200224,601377.SH,1165155.02
25,25.0,1295751.943,0.11000000000000032,7.41,7.56,7.16,7.26,1.5068,7.3,20200221,601377.SH,1765927.26
26,26.0,1292095.668,0.5099999999999998,7.3,7.3,6.76,6.82,7.511,6.79,20200220,601377.SH,1835645.53
27,27.0,548013.719,0.009999999999999787,6.79,6.94,6.73,6.76,0.1475,6.78,20200219,601377.SH,799026.75
